Program;Year;Period;Week Ending;Geo Level;State;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;CV (%)
SURVEY;2016;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,4;
SURVEY;2016;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4;
SURVEY;2016;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;41,000,000;
SURVEY;2016;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,3;
SURVEY;2015;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;13,5;
SURVEY;2015;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;201,000,000;
SURVEY;2015;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,9;
SURVEY;2015;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (D);
SURVEY;2015;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2015;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;25,100,000;
SURVEY;2015;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,9;
SURVEY;2015;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,3;
SURVEY;2015;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;46,100,000;
SURVEY;2015;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20;
SURVEY;2015;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2015;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;20,500,000;
SURVEY;2015;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,1;
SURVEY;2015;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2015;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;22,500,000;
SURVEY;2015;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,3;
SURVEY;2015;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;900;
SURVEY;2015;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;4,800,000;
SURVEY;2015;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,33;
SURVEY;2015;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,7;
SURVEY;2015;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;35,600,000;
SURVEY;2015;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,2;
SURVEY;2015;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2015;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;43,400,000;
SURVEY;2015;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,8;
SURVEY;2015;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,1;
SURVEY;2015;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;44,600,000;
SURVEY;2015;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,4;
SURVEY;2015;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;33;
SURVEY;2015;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;995,000,000;
SURVEY;2015;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;30,2;
SURVEY;2015;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2015;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;29,100,000;
SURVEY;2015;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10;
SURVEY;2015;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,1;
SURVEY;2015;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;28,300,000;
SURVEY;2015;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,7;
SURVEY;2015;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2015;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;20,200,000;
SURVEY;2015;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15,5;
SURVEY;2015;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,1;
SURVEY;2015;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;41,700,000;
SURVEY;2015;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,9;
SURVEY;2015;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;42,3;
SURVEY;2015;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,400,000,000;
SURVEY;2015;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;33,1;
SURVEY;2015;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;6;
SURVEY;2015;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;105,000,000;
SURVEY;2015;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,5;
SURVEY;2015;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,9;
SURVEY;2015;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;58,000,000;
SURVEY;2015;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,9;
SURVEY;2015;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;5;
SURVEY;2015;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;125,400,000;
SURVEY;2015;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,1;
SURVEY;2015;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2015;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;7,900,000;
SURVEY;2015;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,39;
SURVEY;2015;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;20;
SURVEY;2015;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;519,000,000;
SURVEY;2015;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26;
SURVEY;2015;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;230;
SURVEY;2015;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;2,400,000;
SURVEY;2015;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,4;
SURVEY;2015;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;650;
SURVEY;2015;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;4,600,000;
SURVEY;2015;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,08;
SURVEY;2015;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2015;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;15,000,000;
SURVEY;2015;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,5;
SURVEY;2015;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2015;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;38,300,000;
SURVEY;2015;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,3;
SURVEY;2015;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;10,2;
SURVEY;2015;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;195,200,000;
SURVEY;2015;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,1;
SURVEY;2015;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;161;
SURVEY;2015;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;5,930,000,000;
SURVEY;2015;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;36,8;
SURVEY;2015;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,5;
SURVEY;2015;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;92,300,000;
SURVEY;2015;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,5;
SURVEY;2015;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4;
SURVEY;2015;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;51,500,000;
SURVEY;2015;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,9;
SURVEY;2014;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2014;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;7,100,000;
SURVEY;2014;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,1;
SURVEY;2014;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;14,5;
SURVEY;2014;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;240,000,000;
SURVEY;2014;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;16,6;
SURVEY;2014;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2014;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;8,900,000;
SURVEY;2014;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,42;
SURVEY;2014;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2014;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;19,900,000;
SURVEY;2014;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,1;
SURVEY;2014;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,4;
SURVEY;2014;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;63,300,000;
SURVEY;2014;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26,4;
SURVEY;2014;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2014;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;21,000,000;
SURVEY;2014;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,7;
SURVEY;2014;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2014;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;17,100,000;
SURVEY;2014;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,2;
SURVEY;2014;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;900;
SURVEY;2014;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;4,500,000;
SURVEY;2014;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5;
SURVEY;2014;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,7;
SURVEY;2014;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;38,000,000;
SURVEY;2014;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,1;
SURVEY;2014;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2014;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;47,900,000;
SURVEY;2014;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,2;
SURVEY;2014;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,1;
SURVEY;2014;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;43,300,000;
SURVEY;2014;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14;
SURVEY;2014;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;33;
SURVEY;2014;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,025,000,000;
SURVEY;2014;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;31,1;
SURVEY;2014;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2014;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;27,900,000;
SURVEY;2014;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,62;
SURVEY;2014;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2014;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;20,900,000;
SURVEY;2014;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,4;
SURVEY;2014;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2014;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,900,000;
SURVEY;2014;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13;
SURVEY;2014;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2014;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;37,000,000;
SURVEY;2014;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,8;
SURVEY;2014;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;41,5;
SURVEY;2014;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,300,000,000;
SURVEY;2014;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;31,3;
SURVEY;2014;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;6;
SURVEY;2014;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;125,000,000;
SURVEY;2014;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,8;
SURVEY;2014;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,9;
SURVEY;2014;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;47,700,000;
SURVEY;2014;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,2;
SURVEY;2014;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;5,1;
SURVEY;2014;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;155,000,000;
SURVEY;2014;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;30,4;
SURVEY;2014;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED; (X);
SURVEY;2014;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED; (X);
SURVEY;2014;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (X);
SURVEY;2014;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;20;
SURVEY;2014;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;534,000,000;
SURVEY;2014;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26,7;
SURVEY;2014;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;230;
